operator_master_record_id,operator_name,my_operator_tab,form_field_key,airtable_table,airtable_field_name,value_type,allowed_options,displayed_in_operator_explorer,operator_explorer_section,field_purpose,example_value_for_template,current_value_in_system,suggested_value_verdict,where_to_enter,canonical_writer_mapped,coverage_status,notes
recWPKu5laVZxsvpn,Hotel Equities (CALA),Brand & Relationships,brand_narrative_relationship,Operator Setup - Profile & Positioning,brand_narrative_relationship,text,,Partial,Legacy tab: Brand & Relationships | Tab: Brand & Relationships,Brand relationships narrative or signal on Explorer Brand section.,"HE CALA appears to work within major franchise and soft-brand ecosystems, including Marriott, Hilton, and Hyatt family brands. The public footprint indicates brand-specific operating experience rather than a single exclusive brand relationship.",,Change,Brand & Relationships,yes,Fully Covered,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Brand & Relationships,brand_signal_audit,Operator Setup - Profile & Positioning,brand_signal_audit,single_select,Not Measured / N/A | Below 85% | 85–89% | 90–94% | 95–98% | 99%+,Partial,Legacy tab: Brand & Relationships | Tab: Brand & Relationships,Brand relationships narrative or signal on Explorer Brand section.,Not Measured / N/A,,Change,Brand & Relationships,yes,Fully Covered,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Brand & Relationships,brand_signal_reflag,Operator Setup - Profile & Positioning,brand_signal_reflag,single_select,Not Measured / N/A | Under 4 Weeks | 4–8 Weeks | 8–12 Weeks | 12–16 Weeks | 16–24 Weeks | 24+ Weeks,Partial,Legacy tab: Brand & Relationships | Tab: Brand & Relationships,Brand relationships narrative or signal on Explorer Brand section.,Moderate,,Change,Brand & Relationships,yes,Fully Covered,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Brand & Relationships,brand_signal_franchise_align,Operator Setup - Profile & Positioning,brand_signal_franchise_align,single_select,Not Measured / N/A | Emerging | Low | Medium | Moderate-High | High | Strong | Very Strong,Partial,Legacy tab: Brand & Relationships | Tab: Brand & Relationships,Brand relationships narrative or signal on Explorer Brand section.,Moderate,,Change,Brand & Relationships,yes,Fully Covered,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Brand & Relationships,brand_signal_soft_retention,Operator Setup - Profile & Positioning,brand_signal_soft_retention,single_select,Not Measured / N/A | Below 80% | 80–84% | 85–89% | 90–94% | 95%+,Partial,Legacy tab: Brand & Relationships | Tab: Brand & Relationships,Brand relationships narrative or signal on Explorer Brand section.,Moderate,,Change,Brand & Relationships,yes,Fully Covered,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Markets & Footprint,regions,Operator Setup - Platform & Markets,specificMarkets,multi_select,,,,My Operator intake (Markets & Footprint); save via canonical new-base writer when mapped.,Caribbean; Latin America,,Change,Markets & Footprint,yes,,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Markets & Footprint,geo_na_existing_hotels,Operator Setup - Platform & Markets,geo_na_existing_hotels,number,,No,Legacy tab: Markets & Footprint | Tab: Markets & Footprint,Markets & footprint metrics or narrative on Explorer Markets section.,"Add HE CALA–specific, owner-ready language. Have Legal/Comms review before external use.",,Review,Markets & Footprint,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Markets & Footprint,geo_na_existing_rooms,Operator Setup - Platform & Markets,geo_na_existing_rooms,number,,No,Legacy tab: Markets & Footprint | Tab: Markets & Footprint,Markets & footprint metrics or narrative on Explorer Markets section.,"Add HE CALA–specific, owner-ready language. Have Legal/Comms review before external use.",,Review,Markets & Footprint,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Markets & Footprint,geo_na_pipeline_hotels,Operator Setup - Platform & Markets,geo_na_pipeline_hotels,number,,No,Legacy tab: Markets & Footprint | Tab: Markets & Footprint,Markets & footprint metrics or narrative on Explorer Markets section.,"Add HE CALA–specific, owner-ready language. Have Legal/Comms review before external use.",,Review,Markets & Footprint,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Markets & Footprint,geo_na_pipeline_rooms,Operator Setup - Platform & Markets,geo_na_pipeline_rooms,number,,No,Legacy tab: Markets & Footprint | Tab: Markets & Footprint,Markets & footprint metrics or narrative on Explorer Markets section.,"Add HE CALA–specific, owner-ready language. Have Legal/Comms review before external use.",,Review,Markets & Footprint,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Markets & Footprint,geo_na_total_hotels,Operator Setup - Platform & Markets,geo_na_total_hotels,number,,No,Legacy tab: Markets & Footprint | Tab: Markets & Footprint,Markets & footprint metrics or narrative on Explorer Markets section.,"Add HE CALA–specific, owner-ready language. Have Legal/Comms review before external use.",,Review,Markets & Footprint,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Markets & Footprint,geo_na_total_rooms,Operator Setup - Platform & Markets,geo_na_total_rooms,number,,No,Legacy tab: Markets & Footprint | Tab: Markets & Footprint,Markets & footprint metrics or narrative on Explorer Markets section.,"Add HE CALA–specific, owner-ready language. Have Legal/Comms review before external use.",,Review,Markets & Footprint,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Markets & Footprint,geo_cala_existing_hotels,Operator Setup - Platform & Markets,geo_cala_existing_hotels,number,,No,Legacy tab: Markets & Footprint | Tab: Markets & Footprint,Markets & footprint metrics or narrative on Explorer Markets section.,5,14,Change,Markets & Footprint,no,Static Form Only,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Markets & Footprint,geo_cala_existing_rooms,Operator Setup - Platform & Markets,geo_cala_existing_rooms,number,,No,Legacy tab: Markets & Footprint | Tab: Markets & Footprint,Markets & footprint metrics or narrative on Explorer Markets section.,"1,400","1,400",Keep,Markets & Footprint,no,Static Form Only,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Markets & Footprint,geo_cala_pipeline_hotels,Operator Setup - Platform & Markets,geo_cala_pipeline_hotels,number,,No,Legacy tab: Markets & Footprint | Tab: Markets & Footprint,Markets & footprint metrics or narrative on Explorer Markets section.,12,2,Change,Markets & Footprint,no,Static Form Only,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Markets & Footprint,geo_cala_pipeline_rooms,Operator Setup - Platform & Markets,geo_cala_pipeline_rooms,number,,No,Legacy tab: Markets & Footprint | Tab: Markets & Footprint,Markets & footprint metrics or narrative on Explorer Markets section.,200,200,Keep,Markets & Footprint,no,Static Form Only,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Markets & Footprint,geo_cala_total_hotels,Operator Setup - Platform & Markets,geo_cala_total_hotels,number,,No,Legacy tab: Markets & Footprint | Tab: Markets & Footprint,Markets & footprint metrics or narrative on Explorer Markets section.,17,16,Change,Markets & Footprint,no,Static Form Only,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Markets & Footprint,geo_cala_total_rooms,Operator Setup - Platform & Markets,geo_cala_total_rooms,number,,No,Legacy tab: Markets & Footprint | Tab: Markets & Footprint,Markets & footprint metrics or narrative on Explorer Markets section.,"1,600","1,600",Keep,Markets & Footprint,no,Static Form Only,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Markets & Footprint,geo_eu_existing_hotels,Operator Setup - Platform & Markets,geo_eu_existing_hotels,number,,No,Legacy tab: Markets & Footprint | Tab: Markets & Footprint,Markets & footprint metrics or narrative on Explorer Markets section.,"Add HE CALA–specific, owner-ready language. Have Legal/Comms review before external use.",,Review,Markets & Footprint,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Markets & Footprint,geo_eu_existing_rooms,Operator Setup - Platform & Markets,geo_eu_existing_rooms,number,,No,Legacy tab: Markets & Footprint | Tab: Markets & Footprint,Markets & footprint metrics or narrative on Explorer Markets section.,"Add HE CALA–specific, owner-ready language. Have Legal/Comms review before external use.",,Review,Markets & Footprint,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Markets & Footprint,geo_eu_pipeline_hotels,Operator Setup - Platform & Markets,geo_eu_pipeline_hotels,number,,No,Legacy tab: Markets & Footprint | Tab: Markets & Footprint,Markets & footprint metrics or narrative on Explorer Markets section.,"Add HE CALA–specific, owner-ready language. Have Legal/Comms review before external use.",,Review,Markets & Footprint,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Markets & Footprint,geo_eu_pipeline_rooms,Operator Setup - Platform & Markets,geo_eu_pipeline_rooms,number,,No,Legacy tab: Markets & Footprint | Tab: Markets & Footprint,Markets & footprint metrics or narrative on Explorer Markets section.,"Add HE CALA–specific, owner-ready language. Have Legal/Comms review before external use.",,Review,Markets & Footprint,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Markets & Footprint,geo_eu_total_hotels,Operator Setup - Platform & Markets,geo_eu_total_hotels,number,,No,Legacy tab: Markets & Footprint | Tab: Markets & Footprint,Markets & footprint metrics or narrative on Explorer Markets section.,"Add HE CALA–specific, owner-ready language. Have Legal/Comms review before external use.",,Review,Markets & Footprint,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Markets & Footprint,geo_eu_total_rooms,Operator Setup - Platform & Markets,geo_eu_total_rooms,number,,No,Legacy tab: Markets & Footprint | Tab: Markets & Footprint,Markets & footprint metrics or narrative on Explorer Markets section.,"Add HE CALA–specific, owner-ready language. Have Legal/Comms review before external use.",,Review,Markets & Footprint,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Markets & Footprint,geo_mea_existing_hotels,Operator Setup - Platform & Markets,geo_mea_existing_hotels,number,,No,Legacy tab: Markets & Footprint | Tab: Markets & Footprint,Markets & footprint metrics or narrative on Explorer Markets section.,"Add HE CALA–specific, owner-ready language. Have Legal/Comms review before external use.",,Review,Markets & Footprint,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Markets & Footprint,geo_mea_existing_rooms,Operator Setup - Platform & Markets,geo_mea_existing_rooms,number,,No,Legacy tab: Markets & Footprint | Tab: Markets & Footprint,Markets & footprint metrics or narrative on Explorer Markets section.,"Add HE CALA–specific, owner-ready language. Have Legal/Comms review before external use.",,Review,Markets & Footprint,no,Static Form Only,currently empty in form inventory
