airtable_table,airtable_field_name,airtable_field_type,canonical_key,compatibility_alias_keys,my_operator_section,ui_label,frontend_input_key,payload_key,writer_mapping,readback_prefill_key,displayed_in_operator_explorer,used_in_alignment_snapshot,used_in_alignment_score_breakdown,used_in_capability_snapshot,system_derived,legacy_compatibility_only,currently_missing_from_form,recommended_form_treatment,priority
Operator Setup - Profile & Positioning,company_name,singleLineText,companyName,"company_name, Company Name",,,companyName,companyName,Operator Setup - Profile & Positioning.company_name <= companyName,companyName,No/Unclear,No/Unclear,Yes,No/Unclear,No,No,No,Editable input,P2 later cleanup
Operator Setup - Profile & Positioning,companyDescription,multilineText,companyDescription,,,,companyDescription,companyDescription,Operator Setup - Profile & Positioning.companyDescription <= companyDescription,companyDescription,Yes,No/Unclear,Yes,No/Unclear,No,No,No,Editable input,P2 later cleanup
Operator Setup - Profile & Positioning,companyHistory,multilineText,companyHistory,,,,companyHistory,companyHistory,Operator Setup - Profile & Positioning.companyHistory <= companyHistory,companyHistory,Yes,No/Unclear,Yes,No/Unclear,No,No,No,Editable input,P2 later cleanup
Operator Setup - Profile & Positioning,companyLogo,multipleAttachments,companyLogo,,,,companyLogo,companyLogo,Operator Setup - Profile & Positioning.companyLogo <= companyLogo,companyLogo,Yes,No/Unclear,Yes,No/Unclear,No,No,No,Editable input,P2 later cleanup
Operator Setup - Profile & Positioning,companySize,singleSelect,,,,,,,Yes,,Yes,No/Unclear,Yes,No/Unclear,No,No,Yes,Business review,P0 required for Operator Setup completeness
Operator Setup - Profile & Positioning,companyTagline,singleLineText,companyTagline,,,,companyTagline,companyTagline,Operator Setup - Profile & Positioning.companyTagline <= companyTagline,companyTagline,Yes,No/Unclear,Yes,No/Unclear,No,No,No,Editable input,P2 later cleanup
Operator Setup - Profile & Positioning,crisisExperience,multilineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Profile & Positioning,differentiators,multilineText,differentiators,,,,differentiators,differentiators,Operator Setup - Profile & Positioning.differentiators <= differentiators,differentiators,Yes,No/Unclear,Yes,No/Unclear,No,No,No,Editable input,P2 later cleanup
Operator Setup - Profile & Positioning,emergencyResponse,singleSelect,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Profile & Positioning,energyEfficiency,multilineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Profile & Positioning,esgReporting,singleSelect,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Profile & Positioning,figuresAsOf,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Profile & Positioning,headquarters,singleLineText,headquarters,,,,headquarters,headquarters,Operator Setup - Profile & Positioning.headquarters <= headquarters,headquarters,Yes,No/Unclear,Yes,No/Unclear,No,No,No,Editable input,P2 later cleanup
Operator Setup - Profile & Positioning,insuranceCoverage,multilineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Profile & Positioning,locationTypeAirport,number,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Profile & Positioning,locationTypeResort,number,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Profile & Positioning,managementPhilosophy,multilineText,managementPhilosophy,,,,managementPhilosophy,managementPhilosophy,Operator Setup - Profile & Positioning.managementPhilosophy <= managementPhilosophy,managementPhilosophy,Yes,No/Unclear,Yes,No/Unclear,No,No,No,Editable input,P2 later cleanup
Operator Setup - Profile & Positioning,marketExpansionRampTimeMonths,number,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Profile & Positioning,missionStatement,multilineText,missionStatement,,,,missionStatement,missionStatement,Operator Setup - Profile & Positioning.missionStatement <= missionStatement,missionStatement,Yes,No/Unclear,Yes,No/Unclear,No,No,No,Editable input,P2 later cleanup
Operator Setup - Profile & Positioning,numberOfBrands,number,numberOfBrands,,,,numberOfBrands,numberOfBrands,Operator Setup - Profile & Positioning.numberOfBrands <= numberOfBrands,numberOfBrands,Yes,No/Unclear,No/Unclear,No/Unclear,No,No,No,Editable input,P2 later cleanup
Operator Setup - Profile & Positioning,Operator,multipleRecordLinks,,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,No,No,Hidden/system-only,Do not expose
Operator Setup - Profile & Positioning,overview_bestat_1_headline,singleLineText,,,,,,,No/Unclear,,Yes,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P0 required for Operator Setup completeness
Operator Setup - Profile & Positioning,overview_bestat_1_story,multilineText,,,,,,,No/Unclear,,Yes,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P0 required for Operator Setup completeness
Operator Setup - Profile & Positioning,overview_bestat_2_headline,singleLineText,,,,,,,No/Unclear,,Yes,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P0 required for Operator Setup completeness
Operator Setup - Profile & Positioning,overview_bestat_2_story,multilineText,,,,,,,No/Unclear,,Yes,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P0 required for Operator Setup completeness
Operator Setup - Profile & Positioning,overview_bestat_3_headline,singleLineText,,,,,,,No/Unclear,,Yes,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P0 required for Operator Setup completeness
Operator Setup - Profile & Positioning,overview_bestat_3_story,multilineText,,,,,,,No/Unclear,,Yes,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P0 required for Operator Setup completeness
Operator Setup - Profile & Positioning,overview_signal_1_value,singleLineText,,,,,,,No/Unclear,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Profile & Positioning,overview_signal_2_value,singleLineText,,,,,,,No/Unclear,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Profile & Positioning,overview_signal_3_value,singleLineText,,,,,,,No/Unclear,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Profile & Positioning,overview_why_1_headline,singleLineText,,,,,,,No/Unclear,,Yes,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P0 required for Operator Setup completeness
Operator Setup - Profile & Positioning,overview_why_1_story,multilineText,,,,,,,No/Unclear,,Yes,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P0 required for Operator Setup completeness
Operator Setup - Profile & Positioning,overview_why_2_headline,singleLineText,,,,,,,No/Unclear,,Yes,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P0 required for Operator Setup completeness
Operator Setup - Profile & Positioning,overview_why_2_story,multilineText,,,,,,,No/Unclear,,Yes,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P0 required for Operator Setup completeness
Operator Setup - Profile & Positioning,overview_why_3_headline,singleLineText,,,,,,,No/Unclear,,Yes,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P0 required for Operator Setup completeness
Operator Setup - Profile & Positioning,overview_why_3_story,multilineText,,,,,,,No/Unclear,,Yes,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P0 required for Operator Setup completeness
Operator Setup - Profile & Positioning,primaryServiceModel,singleSelect,primaryServiceModel,,,,primaryServiceModel,primaryServiceModel,Operator Setup - Profile & Positioning.primaryServiceModel <= primaryServiceModel,primaryServiceModel,Yes,No/Unclear,Yes,No/Unclear,No,No,No,Editable input,P2 later cleanup
Operator Setup - Profile & Positioning,propertyTypes,multipleSelects,,,,,,,Yes,,Yes,No/Unclear,Yes,No/Unclear,No,No,Yes,Business review,P0 required for Operator Setup completeness
Operator Setup - Profile & Positioning,readyForInvestorPublication,checkbox,readyForInvestorPublication,,,,readyForInvestorPublication,readyForInvestorPublication,Operator Setup - Profile & Positioning.readyForInvestorPublication <= readyForInvestorPublication,readyForInvestorPublication,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Editable input,P2 later cleanup
Operator Setup - Profile & Positioning,Service Models Supported,multipleSelects,serviceModelsSupported,"Service Models Supported, primaryServiceModel",,,serviceModelsSupported,serviceModelsSupported,Operator Setup - Profile & Positioning.Service Models Supported <= serviceModelsSupported,serviceModelsSupported,Yes,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Deferred/capture later,P0 required for Operator Setup completeness
Operator Setup - Profile & Positioning,Soft Brand / Lifestyle Experience,singleSelect,softBrandLifestyleExperience,,,,softBrandLifestyleExperience,softBrandLifestyleExperience,Operator Setup - Profile & Positioning.Soft Brand / Lifestyle Experience <= softBrandLifestyleExperience,softBrandLifestyleExperience,No/Unclear,No/Unclear,Yes,No/Unclear,No,No,Yes,Deferred/capture later,P0 required for Operator Setup completeness
Operator Setup - Profile & Positioning,support24x7,singleSelect,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Profile & Positioning,sustainabilityPrograms,singleSelect,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Profile & Positioning,wasteReduction,multilineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Profile & Positioning,website,url,website,,,,website,website,Operator Setup - Profile & Positioning.website <= website,website,Yes,No/Unclear,Yes,No/Unclear,No,No,No,Editable input,P2 later cleanup
Operator Setup - Profile & Positioning,yearEstablished,number,yearEstablished,,,,yearEstablished,yearEstablished,Operator Setup - Profile & Positioning.yearEstablished <= yearEstablished,yearEstablished,Yes,No/Unclear,Yes,No/Unclear,No,No,No,Editable input,P2 later cleanup
Operator Setup - Profile & Positioning,yearsInBusiness,number,yearsInBusiness,,,,yearsInBusiness,yearsInBusiness,Operator Setup - Profile & Positioning.yearsInBusiness <= yearsInBusiness,yearsInBusiness,Yes,No/Unclear,Yes,No/Unclear,No,No,No,Editable input,P2 later cleanup
