Airtable Table,Airtable Field,Airtable Field Type,Live Options,Operator Setup UI Tab,Operator Setup Form Field Name,OAS Injected?,New-Base Writer Mapped?,Legacy Writer Mapped?,Child Table / JSON Payload?,Operator Explorer Section / Tab,Displayed in Operator Explorer?,Explorer Display Source,Used by OAS?,Used by Operator Strategy?,System / Derived / Admin-only?,Coverage Status,Risk Level,Recommended Action
"Operator Setup - Governance, Delivery & Diligence",Governance Cadence,singleSelect,Monthly | Quarterly | Asset-management style | Board / investor reporting | Custom / project-specific | Unknown,5. Owner Value & Engagement,governanceCadence,No,Yes,No,No,F. Owner Reporting & Governance | Tab: Owner Engagement & Reporting | H. Alignment Context (dealId),Yes,Live (Phase D rail + prefill),Yes,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
Operator Setup - Commercial Fit & Terms,Minimum Key Count,number,,,minimumKeyCount,Yes,Yes,No,No,C. Operating Profile | Tab: C. Operating Profile | H. Alignment Context (dealId),Yes,Live (Phase D rail + prefill),Yes,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
Operator Setup - Commercial Fit & Terms,Similar Project Case Studies,multilineText,,,similarProjectCaseStudies,Yes,Yes,No,No,G. Brand / Portfolio Experience | Tab: G. Brand / Portfolio Experience | H. Alignment Context (dealId),Yes,Live (Phase D rail + prefill),No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
si,Operator Review Status,singleSelect,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Schema Only,Medium,Confirm intentional or deprecate
si,Preferred Management Structure,multipleSelects,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Schema Only,Medium,Confirm intentional or deprecate
si,Required Operator Services,multipleSelects,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Schema Only,Medium,Confirm intentional or deprecate
si,Must-Have Operator Services,multipleSelects,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Schema Only,Medium,Confirm intentional or deprecate
si,Nice-to-Have Operator Services,multipleSelects,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Schema Only,Medium,Confirm intentional or deprecate
si,Market Presence Requirement,singleSelect,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Schema Only,Medium,Confirm intentional or deprecate
si,Pre-Opening Support Needed,singleSelect,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Schema Only,Medium,Confirm intentional or deprecate
si,Owner Reporting Expectations,singleSelect,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Schema Only,Medium,Confirm intentional or deprecate
si,Brand / Operator Responsibility Split,singleSelect,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Schema Only,Medium,Confirm intentional or deprecate
si,Owner Control Preference,singleSelect,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Schema Only,Medium,Confirm intentional or deprecate
si,Commercial Priority,multipleSelects,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Schema Only,Medium,Confirm intentional or deprecate
si,Local Labor / HR Support Needed,singleSelect,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Schema Only,Medium,Confirm intentional or deprecate
si,Procurement Support Needed,singleSelect,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Schema Only,Medium,Confirm intentional or deprecate
si,Owner Internal Ops Capability,singleSelect,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Schema Only,Medium,Confirm intentional or deprecate
si,Brand Agreement Structure,singleSelect,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Schema Only,Medium,Confirm intentional or deprecate
si,Operating Model,singleSelect,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Schema Only,Medium,Confirm intentional or deprecate
si,Operator Scope,multipleSelects,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Schema Only,Medium,Confirm intentional or deprecate
deals,F&B Complexity,singleSelect,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Schema Only,Medium,Confirm intentional or deprecate
deals,Opening Timeline,singleSelect,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Schema Only,Medium,Confirm intentional or deprecate
Operator Setup - Leadership Team Members,name,child,,,,No,No,No,Yes,—,No,Not an Explorer consumer field,No,No,Yes — Child table / JSON payload,JSON / Child Table Only,Low,Saved via child table or JSON payload
Operator Setup - Leadership Team Members,title,child,,,,No,No,No,Yes,—,No,Not an Explorer consumer field,No,No,Yes — Child table / JSON payload,JSON / Child Table Only,Low,Saved via child table or JSON payload
Operator Setup - Leadership Team Members,role,child,,,,No,No,No,Yes,—,No,Not an Explorer consumer field,No,No,Yes — Child table / JSON payload,JSON / Child Table Only,Low,Saved via child table or JSON payload
Operator Setup - Leadership Team Members,summary,child,,,,No,No,No,Yes,—,No,Not an Explorer consumer field,No,No,Yes — Child table / JSON payload,JSON / Child Table Only,Low,Saved via child table or JSON payload
Operator Setup - Leadership Team Members,bio,child,,,,No,No,No,Yes,—,No,Not an Explorer consumer field,No,No,Yes — Child table / JSON payload,JSON / Child Table Only,Low,Saved via child table or JSON payload
Operator Setup - Leadership Team Members,headshot,child,,,,No,No,No,Yes,—,No,Not an Explorer consumer field,No,No,Yes — Child table / JSON payload,JSON / Child Table Only,Low,Saved via child table or JSON payload
Operator Setup - Leadership Team Members,display_order,child,,,,No,No,No,Yes,—,No,Not an Explorer consumer field,No,No,Yes — Child table / JSON payload,JSON / Child Table Only,Low,Saved via child table or JSON payload
Operator Setup - Case Studies,property_name,child,,,,No,No,No,Yes,—,No,Not an Explorer consumer field,No,No,Yes — Child table / JSON payload,JSON / Child Table Only,Low,Saved via child table or JSON payload
Operator Setup - Case Studies,hotel_type,child,,,,No,No,No,Yes,—,No,Not an Explorer consumer field,No,No,Yes — Child table / JSON payload,JSON / Child Table Only,Low,Saved via child table or JSON payload
Operator Setup - Case Studies,region,child,,,,No,No,No,Yes,—,No,Not an Explorer consumer field,No,No,Yes — Child table / JSON payload,JSON / Child Table Only,Low,Saved via child table or JSON payload
Operator Setup - Case Studies,branded_independent,child,,,,No,No,No,Yes,—,No,Not an Explorer consumer field,No,No,Yes — Child table / JSON payload,JSON / Child Table Only,Low,Saved via child table or JSON payload
Operator Setup - Case Studies,situation,child,,,,No,No,No,Yes,—,No,Not an Explorer consumer field,No,No,Yes — Child table / JSON payload,JSON / Child Table Only,Low,Saved via child table or JSON payload
Operator Setup - Case Studies,services,child,,,,No,No,No,Yes,—,No,Not an Explorer consumer field,No,No,Yes — Child table / JSON payload,JSON / Child Table Only,Low,Saved via child table or JSON payload
Operator Setup - Case Studies,outcome,child,,,,No,No,No,Yes,—,No,Not an Explorer consumer field,No,No,Yes — Child table / JSON payload,JSON / Child Table Only,Low,Saved via child table or JSON payload
Operator Setup - Case Studies,owner_relevance,child,,,,No,No,No,Yes,—,No,Not an Explorer consumer field,No,No,Yes — Child table / JSON payload,JSON / Child Table Only,Low,Saved via child table or JSON payload
Operator Setup - Case Studies,image_url,child,,,,No,No,No,Yes,—,No,Not an Explorer consumer field,No,No,Yes — Child table / JSON payload,JSON / Child Table Only,Low,Saved via child table or JSON payload
Operator Setup - Case Studies,display_order,child,,,,No,No,No,Yes,—,No,Not an Explorer consumer field,No,No,Yes — Child table / JSON payload,JSON / Child Table Only,Low,Saved via child table or JSON payload
Operator Setup - Diligence QA,category,child,,,,No,No,No,Yes,—,No,Not an Explorer consumer field,No,No,Yes — Child table / JSON payload,JSON / Child Table Only,Low,Saved via child table or JSON payload
Operator Setup - Diligence QA,question,child,,,,No,No,No,Yes,—,No,Not an Explorer consumer field,No,No,Yes — Child table / JSON payload,JSON / Child Table Only,Low,Saved via child table or JSON payload
Operator Setup - Diligence QA,answer,child,,,,No,No,No,Yes,—,No,Not an Explorer consumer field,No,No,Yes — Child table / JSON payload,JSON / Child Table Only,Low,Saved via child table or JSON payload
Operator Setup - Diligence QA,display_order,child,,,,No,No,No,Yes,—,No,Not an Explorer consumer field,No,No,Yes — Child table / JSON payload,JSON / Child Table Only,Low,Saved via child table or JSON payload
(orphan),revenueManagementServices,,,6. Infrastructure & Data,revenueManagementServices,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Orphan form — map to schema or remove
(orphan),revenueManagementOther,,,6. Infrastructure & Data,revenueManagementOther,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Orphan form — map to schema or remove
(orphan),salesMarketingSupport,,,6. Infrastructure & Data,salesMarketingSupport,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Orphan form — map to schema or remove
(orphan),salesMarketingOther,,,6. Infrastructure & Data,salesMarketingOther,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Orphan form — map to schema or remove
(orphan),accountingReporting,,,6. Infrastructure & Data,accountingReporting,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Orphan form — map to schema or remove
(orphan),accountingReportingOther,,,6. Infrastructure & Data,accountingReportingOther,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Orphan form — map to schema or remove
(orphan),procurementServices,,,6. Infrastructure & Data,procurementServices,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Orphan form — map to schema or remove
(orphan),procurementServicesOther,,,6. Infrastructure & Data,procurementServicesOther,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Orphan form — map to schema or remove
(orphan),hrTrainingServices,,,6. Infrastructure & Data,hrTrainingServices,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Orphan form — map to schema or remove
(orphan),hrTrainingServicesOther,,,6. Infrastructure & Data,hrTrainingServicesOther,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Orphan form — map to schema or remove
(orphan),technologyServices,,,6. Infrastructure & Data,technologyServices,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Orphan form — map to schema or remove
(orphan),technologyServicesOther,,,6. Infrastructure & Data,technologyServicesOther,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Orphan form — map to schema or remove
(orphan),designRenovationSupport,,,6. Infrastructure & Data,designRenovationSupport,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Orphan form — map to schema or remove
(orphan),designRenovationSupportOther,,,6. Infrastructure & Data,designRenovationSupportOther,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Orphan form — map to schema or remove
(orphan),developmentServices,,,6. Infrastructure & Data,developmentServices,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Orphan form — map to schema or remove
(orphan),developmentServicesOther,,,6. Infrastructure & Data,developmentServicesOther,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Orphan form — map to schema or remove
(orphan),displayLeadershipOnExplorer,,,8. Leadership & Team,displayLeadershipOnExplorer,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Orphan form — map to schema or remove
